,ID,full_name,overall,eur_value,eur_wage,league
14950,231116,Nicolás Temperini,60,240000.0,2000.0,Argentinian Superliga
14959,231119,Erin Jorge Gomes Pinheiro,60,300000.0,3000.0,French Ligue 1
17618,231121,Varg Ringdal Støvland,52,80000.0,1000.0,Norwegian Eliteserien
16372,231122,Sebastian Pedersen,57,170000.0,1000.0,Norwegian Eliteserien
10740,231123,Adrián Castellano Cobacho,65,675000.0,3000.0,Spanish Segunda División
13575,231124,Marlon Matheus da Silva,62,450000.0,1000.0,Norwegian Eliteserien
3887,231128,Hernán Toledo,72,4800000.0,11000.0,Spanish Primera División
16978,231131,James McGarry,55,150000.0,1000.0,Australian A-League
13612,231137,Domen Crnigoj,62,550000.0,1000.0,Swiss Super League
10802,231138,Christian Bassogog,65,0.0,0.0,
15554,231139,Jack Fitzwater,59,240000.0,4000.0,English League Two
10823,231142,Nuno Miguel Adro Tomás,65,575000.0,2000.0,Portuguese Primeira Liga
16014,231144,Christian Maghoma,58,210000.0,5000.0,English Premier League
16731,231146,Waleed Al Enazi,56,110000.0,3000.0,Saudi Professional League
15574,231147,Rafał Wolsztyński,59,220000.0,1000.0,Polish Ekstraklasa
8694,231148,Stéphane Emaná,67,1100000.0,7000.0,Spanish Segunda División
7631,231150,Jamiro Monteiro,68,1200000.0,6000.0,Holland Eredivisie
16740,231152,Anton Maikkula,56,130000.0,1000.0,Swedish Allsvenskan
11916,231154,Matías Noble,64,775000.0,4000.0,Argentinian Superliga
17651,231163,Hugo Eyre Bernat,52,60000.0,1000.0,Spanish Segunda División
17253,231170,Abdulrahman Al Shahrani,53,80000.0,2000.0,Saudi Professional League
11981,231171,Naif Abdullah Hazzazi,63,425000.0,3000.0,Saudi Professional League
16759,231172,Jordan Holmes,55,160000.0,4000.0,English Premier League
17027,231179,Jaman Abdullah Al Dossary,54,80000.0,2000.0,Saudi Professional League
16093,231190,Carl Johansson,57,180000.0,1000.0,Swedish Allsvenskan
12092,231197,Marcel Hilßner,63,525000.0,1000.0,German 3. Liga
17498,231200,Sam Dryden,52,70000.0,1000.0,Scottish Premiership
6798,231205,Yanni Regäsel,68,1100000.0,11000.0,German Bundesliga
15698,231206,Diego Cruz,58,160000.0,2000.0,Mexican Liga MX
16116,231207,Jhon Lucumi,57,200000.0,1000.0,Colombian Primera A
14509,231209,Ronaldo Tavera,60,325000.0,1000.0,Colombian Primera A
7903,231212,Esteban Rolón,67,1300000.0,10000.0,Spanish Primera División
16130,231219,Braian Rivero,57,150000.0,2000.0,Argentinian Superliga
14553,231222,Fabián Henríquez,60,290000.0,2000.0,Argentinian Superliga
9010,231225,Dmitriy Bogaev,66,850000.0,13000.0,Russian Premier League
13072,231226,Dorian Caddy,62,500000.0,2000.0,French Ligue 2
13870,231227,Niklas Dorsch,61,500000.0,7000.0,German Bundesliga
13873,231228,Fabian Benko,61,550000.0,8000.0,German Bundesliga
10118,231231,Brayan Garnica,65,925000.0,5000.0,Mexican Liga MX
2763,231235,Kelvin Amian Adou,73,6500000.0,13000.0,French Ligue 1
9058,231236,Mathieu Cafaro,66,1400000.0,2000.0,French Ligue 2
16155,231237,Peter Vindahl Jensen,57,100000.0,1000.0,Danish Superliga
5084,231240,Emre Mor,70,3800000.0,9000.0,Spanish Primera División
15756,231241,Tobias Svendsen,58,250000.0,1000.0,Norwegian Eliteserien
3480,231242,Adam Ounas,72,5000000.0,32000.0,Italian Serie A
9099,231244,Edson Reséndez,66,875000.0,7000.0,Mexican Liga MX
13921,231247,Brian Cufré,61,500000.0,2000.0,Argentinian Superliga
16546,231256,Chris Kenny,56,100000.0,1000.0,Rep. Ireland Premier Division
12322,231263,Jérémy Gélin,63,525000.0,3000.0,French Ligue 1
10254,231264,Thomas Rodríguez,65,975000.0,7000.0,Italian Serie A
12327,231265,Numan Bostan Soysal,63,650000.0,1000.0,Turkish Süper Lig
14677,231266,Nicolas Janvier,60,425000.0,2000.0,French Ligue 1
17118,231267,Jason Lokilo,54,140000.0,3000.0,English Premier League
17344,231270,Calum Waters,53,70000.0,1000.0,Scottish Premiership
15336,231278,Erwan Maury,59,240000.0,2000.0,French Ligue 1
5213,231280,Iván Alejo Peralta,70,2500000.0,12000.0,Spanish Primera División
6134,231281,Trent Alexander-Arnold,69,1900000.0,23000.0,English Premier League
15831,231284,Ryan Delaney,58,190000.0,1000.0,Rep. Ireland Premier Division
16858,231292,Jamal Lewis,55,170000.0,2000.0,English Championship
16253,231303,Lee Grace,57,130000.0,1000.0,Rep. Ireland Premier Division
12456,231307,Morgan Poaty,63,600000.0,2000.0,French Ligue 1
14774,231310,Stefan Nigro,60,290000.0,1000.0,Australian A-League
15410,231318,Romain Perraud,59,300000.0,2000.0,French Ligue 1
14815,231319,Juan Manuel Álvarez,60,290000.0,5000.0,Mexican Liga MX
12507,231320,José María Amo Torres,63,500000.0,2000.0,Spanish Primera División
15912,231323,Daniel Hernández Sevilla,58,160000.0,1000.0,Spanish Segunda División
16633,231330,Roberto Kakeeto,56,140000.0,2000.0,Danish Superliga
12562,231335,Jorge Flores,63,0.0,0.0,
10567,231340,Gonzalo Montiel,65,1100000.0,4000.0,Argentinian Superliga
14879,231342,Dylan Fox,60,240000.0,1000.0,Australian A-League
14195,231344,Moussa Koné,61,375000.0,3000.0,Swiss Super League
14203,231346,Alexis Alégué,61,350000.0,4000.0,French Ligue 1
3074,231352,Tammy Abraham,73,7500000.0,56000.0,English Premier League
12614,231353,Emmanuel Iyoha,63,800000.0,3000.0,German 3. Liga
14220,231354,Miloš Pantović,61,375000.0,12000.0,German Bundesliga
9611,231360,Jalil Elías,66,825000.0,4000.0,Argentinian Superliga
1466,231361,Joris Gnagnon,76,10000000.0,19000.0,French Ligue 1
15490,231362,Andrea Gambetta,59,220000.0,2000.0,French Ligue 1
9635,231366,Philipp Lienhart,66,975000.0,22000.0,German Bundesliga
13562,231376,Manuel Berrío,62,600000.0,1000.0,Colombian Primera A
17991,231381,Jordan Young,46,60000.0,1000.0,English League Two
11801,231383,Yavuz Aygün,64,450000.0,3000.0,Turkish Süper Lig
12755,231388,Lucas Algozino,63,575000.0,2000.0,Argentinian Superliga
3164,231390,Diogo António Cupido Gonçalves,73,7000000.0,10000.0,Portuguese Primeira Liga
3898,231391,João António Antunes Carvalho,72,5500000.0,7000.0,Portuguese Primeira Liga
8640,231392,João Aniceto Grandela Nunes,67,1000000.0,4000.0,Polish Ekstraklasa
9759,231394,Hildeberto José Morgado Pereira,66,1000000.0,2000.0,Polish Ekstraklasa
15028,231400,Mark Bruintjes,60,280000.0,1000.0,Holland Eredivisie
9811,231405,Emmanuel Mbende,66,775000.0,1000.0,German 3. Liga
14363,231406,Kyle Edwards,61,550000.0,6000.0,English League Two
12824,231407,Shaun Donnellan,63,575000.0,8000.0,English League One
11910,231408,Jonathan Leko,64,925000.0,11000.0,English Championship
9834,231410,Brahim Díaz,66,1300000.0,15000.0,English Premier League
8746,231416,Dodi Lukebakio,67,1400000.0,8000.0,Belgian First Division A
15097,231423,Casper De Norre,60,290000.0,1000.0,Belgian First Division A
12888,231424,Ahmet Metin Arslan,62,450000.0,1000.0,German 3. Liga
11985,231428,Filippo Bandinelli,63,550000.0,8000.0,Italian Serie B
7737,231433,Aitor Cantalapiedra,67,1400000.0,4000.0,Spanish Segunda División
12013,231434,Luca Checchin,63,600000.0,4000.0,Italian Serie B
15647,231436,Grady Diangana,58,200000.0,6000.0,English Premier League
17031,231438,Tunji Akinola,54,90000.0,4000.0,English Premier League
14451,231442,Marcus Browne,60,450000.0,6000.0,English Premier League
128,231443,Ousmane Dembélé,83,40000000.0,150000.0,Spanish Primera División
15161,231448,Reiss Nelson,59,350000.0,7000.0,English Premier League
13786,231452,Duman Herrera,61,450000.0,1000.0,Colombian Primera A
17046,231459,Jamal Reiners,54,150000.0,1000.0,Australian A-League
17668,231460,Roberto Emanuel Oliveira Alves,51,70000.0,2000.0,Swiss Super League
13833,231472,Emmanuel Ntim,61,325000.0,1000.0,French Ligue 2
8982,231474,João Paulo Santos da Costa,66,800000.0,2000.0,Portuguese Primeira Liga
3422,231478,Lautaro Martínez,72,6500000.0,9000.0,Argentinian Superliga
14559,231479,Leonel Mosevich,60,325000.0,1000.0,Argentinian Superliga
2750,231485,Axel Tuanzebe,73,6000000.0,44000.0,English Premier League
12208,231486,Abdulwahab Jafar,63,500000.0,5000.0,Saudi Professional League
10122,231488,Michael Omoh,65,650000.0,2000.0,Swedish Allsvenskan
9048,231489,Aly Keita,66,425000.0,1000.0,Swedish Allsvenskan
16153,231491,Bobo Sollander,57,80000.0,1000.0,Swedish Allsvenskan
5986,231493,László Kleinheisler,69,0.0,0.0,
12242,231495,Aníbal Hernández,63,325000.0,1000.0,Colombian Primera A
10164,231498,Douglas Bergqvist,65,625000.0,2000.0,Swedish Allsvenskan
17523,231499,Henrik Kristiansen,52,100000.0,1000.0,Norwegian Eliteserien
9100,231500,Dennis Widgren,66,725000.0,2000.0,Swedish Allsvenskan
9109,231502,Jamie Hopcutt,66,875000.0,2000.0,Swedish Allsvenskan
4254,231507,Alexis Soto,71,2800000.0,11000.0,Argentinian Superliga
8073,231508,Tommy Thelin,67,475000.0,3000.0,Swedish Allsvenskan
9140,231509,Anton Cajtoft,66,750000.0,1000.0,Swedish Allsvenskan
15281,231511,Jesper Svensson,59,160000.0,1000.0,Swedish Allsvenskan
15284,231512,Lloyd Kelly,59,290000.0,3000.0,English Championship
16188,231513,George Dowling,57,210000.0,3000.0,English Championship
10227,231514,Robert Gojani,65,700000.0,1000.0,Swedish Allsvenskan
11320,231519,Luis Olivera,64,825000.0,3000.0,Argentinian Superliga
12328,231521,Exequiel Palacios,63,750000.0,2000.0,Argentinian Superliga
9204,231524,Tomás Pochettino,66,1000000.0,5000.0,Argentinian Superliga
9208,231525,Luciano Perdomo,66,925000.0,3000.0,Argentinian Superliga
15809,231526,Yhoan Andzouana,58,230000.0,3000.0,Spanish Primera División
4326,231530,José Manuel Arnáiz Díaz,71,3600000.0,6000.0,Spanish Segunda División
13233,231533,Richard Jensen,62,475000.0,2000.0,Holland Eredivisie
6128,231535,Cameron Borthwick-Jackson,69,1600000.0,38000.0,English Championship
15340,231536,Tyreke Johnson,59,325000.0,5000.0,English Premier League
12372,231538,Brian Blasi,63,525000.0,2000.0,Argentinian Superliga
14707,231539,Nicolás Andereggen,60,425000.0,1000.0,Argentinian Superliga
15353,231540,Scott Wharton,59,300000.0,1000.0,English League One
4377,231545,João Miguel Macedo da Silva,71,2300000.0,5000.0,Portuguese Primeira Liga
15845,231546,Lars Christian Kjemhus,58,190000.0,1000.0,Norwegian Eliteserien
17369,231553,Frankie Musonda,53,110000.0,1000.0,English League Two
13312,231554,James Justin,62,575000.0,2000.0,English League Two
14076,231558,Matías Sosa,61,375000.0,2000.0,Argentinian Superliga
16871,231559,Valeriy Yaroshenko,55,140000.0,4000.0,Russian Premier League
16258,231562,Jhon Meneses,57,50000.0,1000.0,Colombian Primera A
6236,231563,Feiver Mercado,69,1200000.0,2000.0,Colombian Primera A
15396,231567,Bikash Jairu,59,0.0,0.0,
4451,231571,Jeison Lucumi,71,3800000.0,4000.0,Colombian Primera A
14835,231580,Antony Evans,60,425000.0,7000.0,English Premier League
16291,231582,Nicholas D'Agostino,57,170000.0,1000.0,Australian A-League
17855,231583,Tommy Lee McCarron,50,40000.0,1000.0,Rep. Ireland Premier Division
10528,231587,Luis Caicedo,65,725000.0,1000.0,Colombian Primera A
17930,231590,Lewis Butroid,49,50000.0,1000.0,English League One
10547,231591,Javier Galán Gil,65,750000.0,3000.0,Spanish Segunda División
17177,231593,Gareth Harkin,54,50000.0,1000.0,Rep. Ireland Premier Division
16919,231595,Damien McNulty,55,90000.0,1000.0,Rep. Ireland Premier Division
7377,231596,José Contreras,68,0.0,0.0,
13453,231597,Carlos Cermeño,62,450000.0,1000.0,USA Major League Soccer
4552,231600,Marc Navarro Ceciliano,71,3200000.0,13000.0,Spanish Primera División
16318,231603,Jake Adelson,57,160000.0,1000.0,Australian A-League
17413,231605,Abdulaziz Al Qasir,53,70000.0,3000.0,Saudi Professional League
17415,231606,Arnel Jakupović,53,130000.0,1000.0,Italian Serie B
10633,231612,Romain Del Castillo,65,875000.0,12000.0,French Ligue 2
14915,231613,Shawn McCoulsky,60,375000.0,5000.0,English League Two
11700,231614,Fabian Reese,64,975000.0,6000.0,German Bundesliga
16943,231615,Kellan Gordon,55,190000.0,5000.0,English League Two
17603,231616,Emil Riis Jakobsen,52,110000.0,4000.0,English Championship
16947,231617,Leon Davies,55,160000.0,1000.0,English League Two
16951,231620,B.J. Banda,55,150000.0,1000.0,Rep. Ireland Premier Division
10692,231624,Fabian Schleusener,65,675000.0,7000.0,German 3. Liga
8552,231627,Sadiq Umar,67,1500000.0,27000.0,Italian Serie A
9661,231628,Rafael Mir Vicente,66,975000.0,5000.0,Spanish Primera División
1490,231633,Issa Diop,76,12000000.0,23000.0,French Ligue 1
1936,231638,Adalberto Peñaranda,75,11000000.0,42000.0,Spanish Primera División
16380,231639,Arlen Birch,57,120000.0,5000.0,English Premier League
4699,231640,Javier Ontiveros Parra,71,4400000.0,9000.0,Spanish Primera División
16713,231647,Mohammed Hassan Asiri,56,80000.0,2000.0,Saudi Professional League
15551,231650,Jan Bamert,59,300000.0,1000.0,Swiss Super League
17939,231651,Valon Fazliu,49,60000.0,2000.0,Swiss Super League
11873,231655,Fredric Fendrich,64,350000.0,1000.0,Swedish Allsvenskan
12820,231661,Moataz Tombakti,63,450000.0,3000.0,Saudi Professional League
15581,231663,Josh Barrett,59,325000.0,3000.0,English Championship
12829,231664,James Aguirre,63,350000.0,1000.0,Colombian Primera A
7651,231667,Daniel Cataño,68,1200000.0,3000.0,Colombian Primera A
11929,231668,Félix García,64,180000.0,1000.0,Colombian Primera A
11940,231672,Luis Sierra,64,350000.0,1000.0,Colombian Primera A
15601,231673,Luke Dreher,59,325000.0,4000.0,English Premier League
16048,231674,Ciarán Coll,58,130000.0,1000.0,Rep. Ireland Premier Division
297,231677,Marcus Rashford,81,26500000.0,74000.0,English Premier League
13706,231678,Ruon Tongyik,62,425000.0,2000.0,Australian A-League
15613,231679,Anthony Lamonge,59,210000.0,1000.0,French Ligue 2
17483,231681,Will Mannion,52,90000.0,1000.0,English Championship
16443,231682,Tom Heward-Belle,56,140000.0,1000.0,Australian A-League
17254,231683,Mario Shabow,53,100000.0,1000.0,Australian A-League
17257,231684,Joe Knowles,53,90000.0,1000.0,Australian A-League
4018,231685,Ronaël Pierre-Gabriel,71,3200000.0,11000.0,French Ligue 1
13725,231686,Martin Ramsland,61,350000.0,1000.0,Norwegian Eliteserien
898,231691,Alban Lafont,77,11500000.0,10000.0,French Ligue 1
8861,231701,Yilton Díaz,66,775000.0,1000.0,Colombian Primera A
7814,231704,Edis Ibargüen,67,975000.0,2000.0,Colombian Primera A
9996,231706,Kevin Londoño,65,800000.0,1000.0,Colombian Primera A
7854,231713,Kevin Salazar,67,1700000.0,3000.0,Colombian Primera A
15182,231718,Anton Terekhov,59,325000.0,3000.0,Russian Premier League
12134,231720,Quentin Braat,63,650000.0,1000.0,French Ligue 1
17297,231722,Aubin Long,53,80000.0,1000.0,French Ligue 2
7911,231726,Andrei Ivan,67,1400000.0,20000.0,Russian Premier League
6852,231728,Ioan Adrian Hora,68,900000.0,12000.0,Turkish Süper Lig
5935,231733,Francisco Jose Sánchez Rodriguez,69,1900000.0,4000.0,Spanish Segunda División
13058,231735,Abdulmohsen Fallatah,62,350000.0,3000.0,Saudi Professional League
12212,231743,Keinan Davis,63,700000.0,4000.0,English Championship
3454,231745,Landry Dimata,72,5500000.0,24000.0,German Bundesliga
127,231747,Kylian Mbappé,83,41500000.0,31000.0,French Ligue 1
13105,231749,Miguel Juan Llambrich,62,600000.0,4000.0,Spanish Primera División
13108,231750,Ángel De la Calzada Ramos,62,375000.0,3000.0,Spanish Primera División
17910,231751,Morgan Bacon,49,30000.0,1000.0,English League Two
16532,231755,Noah Chesmain,56,150000.0,2000.0,English Championship
11332,231777,Abdülkadir Ömür,64,750000.0,5000.0,Turkish Süper Lig
5190,231786,Andraž Šporar,70,2500000.0,24000.0,German 2. Bundesliga
15382,231818,Jake Wright,59,210000.0,5000.0,English Championship
12466,231821,Ziyad Al Sahafi,63,425000.0,5000.0,Saudi Professional League
4440,231823,Justin Hoogma,71,4000000.0,11000.0,German Bundesliga
17975,231824,Kyle Egan,47,60000.0,1000.0,English League Two
4447,231826,Yann Karamoh,71,4900000.0,11000.0,Italian Serie A
14798,231828,Frederik Tingager,60,280000.0,2000.0,Danish Superliga
17575,231832,Dario Thürkauf,52,90000.0,1000.0,German 3. Liga
13387,231834,Nico Rinderknecht,62,600000.0,2000.0,German 3. Liga
14836,231836,Jesper Karlsson,60,425000.0,1000.0,Swedish Allsvenskan
8377,231838,Maximilian Wöber,67,1200000.0,4000.0,Holland Eredivisie
16296,231840,Valentino Müller,57,190000.0,1000.0,Austrian Bundesliga
9469,231841,Maxence Prévot,66,925000.0,2000.0,French Ligue 2
12541,231842,Killian Sanson,63,625000.0,3000.0,French Ligue 1
9500,231848,Quentin Boisgard,66,1400000.0,6000.0,French Ligue 1
17179,231850,Daniel Álvarez Hospido,54,90000.0,1000.0,Spanish Segunda División
14191,231855,Roberto Núñez Mañas,61,375000.0,2000.0,Belgian First Division A
9526,231856,Álvaro Tejero Sacristán,66,1000000.0,22000.0,Spanish Primera División
14199,231857,Joey Calistri,61,350000.0,2000.0,USA Major League Soccer
15457,231858,Drew Conner,59,200000.0,1000.0,USA Major League Soccer
16319,231859,Calle Brown,57,100000.0,1000.0,USA Major League Soccer
17191,231860,Christian Lucatero,54,150000.0,1000.0,USA Major League Soccer
5475,231862,Leonardo Castro,70,2300000.0,4000.0,Colombian Primera A
11673,231864,Mitchell van Bergen,64,900000.0,2000.0,Holland Eredivisie
3802,231866,Rodrigo Hernández Cascante,72,4600000.0,16000.0,Spanish Primera División
4595,231868,Leonardo Ruíz,71,3900000.0,10000.0,Portuguese Primeira Liga
15476,231869,Ibou Cissé,59,220000.0,1000.0,French Ligue 2
10658,231873,Jonathan Montiel Caballero,65,800000.0,2000.0,Spanish Segunda División
7473,231874,Jannes Horn,68,1300000.0,13000.0,German Bundesliga
14939,231877,Brandon Allen,60,300000.0,1000.0,USA Major League Soccer
13523,231878,Tyler Miller,62,325000.0,1000.0,USA Major League Soccer
16676,231879,Harry Monaghan,56,130000.0,1000.0,Rep. Ireland Premier Division
7514,231885,Kosuke Ota,68,675000.0,7000.0,Japanese J1 League
11768,231886,Alex Muyl,64,625000.0,2000.0,USA Major League Soccer
2484,231887,Yusuf Yazıcı,74,8500000.0,23000.0,Turkish Süper Lig
16373,231890,Ibrahim Al Shehri,57,170000.0,4000.0,Saudi Professional League
8585,231891,Damián Arce,67,825000.0,8000.0,Argentinian Superliga
15528,231897,Mael Corboz,59,190000.0,1000.0,German 2. Bundesliga
9780,231910,Gun Hee Kim,66,900000.0,3000.0,Korean K League Classic
14339,231911,Xuan Truong Luong,61,350000.0,1000.0,Korean K League Classic
10830,231912,Geon Ung Kim,65,1000000.0,1000.0,Korean K League Classic
10838,231913,Fredrik Aursnes,65,875000.0,2000.0,Norwegian Eliteserien
16412,231914,Daniel Margush,57,180000.0,1000.0,Australian A-League
13650,231917,Moustapha Seck,62,400000.0,7000.0,Italian Serie B
7637,231919,Alessandro Murgia,68,1600000.0,19000.0,Italian Serie A
16427,231926,Trevor Clarke,57,220000.0,1000.0,Rep. Ireland Premier Division
12857,231927,Vladimir Zubarev,63,450000.0,4000.0,Russian Premier League
17966,231928,Ronan Hughes,48,60000.0,1000.0,Scottish Premiership
15079,231929,George Miller,60,270000.0,2000.0,English Championship
16055,231933,Rowllin Borges,58,0.0,0.0,
15099,231936,Ben White,59,300000.0,3000.0,English League Two
14412,231939,Jung Ho Park,60,290000.0,1000.0,Korean K League Classic
2593,231942,Chan Hee Han,73,7000000.0,6000.0,Korean K League Classic
2030,231943,Richarlison de Andrade,74,9500000.0,38000.0,English Premier League
14424,231944,Chan Yang Woo,60,325000.0,1000.0,Korean K League Classic
13738,231945,Jong Min Kim,61,325000.0,2000.0,Korean K League Classic
10977,231948,Brendan Hines-Ike,64,575000.0,2000.0,Swedish Allsvenskan
3304,231949,Saman Ghoddos,72,4200000.0,4000.0,Swedish Allsvenskan
7763,231950,Vedran Jugović,67,775000.0,5000.0,Korean K League Classic
12979,231966,Ken Kallaste,62,240000.0,1000.0,Polish Ekstraklasa
1606,231969,Ruslan Malinovskyi,75,8500000.0,15000.0,Belgian First Division A
7871,231972,Masato Kudo,67,900000.0,9000.0,Japanese J1 League
8926,231973,Danny Acosta,66,1200000.0,1000.0,USA Major League Soccer
8941,231976,Jonathan Campbell,66,700000.0,2000.0,USA Major League Soccer
10050,231979,Tsubasa Endoh,65,700000.0,2000.0,USA Major League Soccer
14529,231983,Zach Mathers,60,280000.0,1000.0,USA Major League Soccer
8974,231985,Keegan Rosenberry,66,850000.0,2000.0,USA Major League Soccer
10097,231992,Kyle Fisher,65,625000.0,2000.0,USA Major League Soccer
14578,231997,Femi Hollinger-Janzen,60,290000.0,1000.0,USA Major League Soccer
5971,232000,Seung Woo Lee,69,1600000.0,10000.0,Italian Serie A
16519,232002,Jordan Nicholson,56,140000.0,2000.0,English League One
10133,232003,Miguel Solís,65,220000.0,1000.0,Colombian Primera A
6936,232004,José David Moya,68,1000000.0,3000.0,Colombian Primera A
14597,232005,Ezequiel Palomeque,60,250000.0,1000.0,Colombian Primera A
16526,232006,Carlos Rúa,56,110000.0,1000.0,Colombian Primera A
2178,232008,Antonio Latorre Grueso,74,7000000.0,13000.0,Spanish Primera División
16811,232009,Dren Feka,55,140000.0,1000.0,Swiss Super League
12270,232014,Michael Salazar,63,475000.0,2000.0,USA Major League Soccer
14626,232015,Cole Seiler,60,230000.0,1000.0,USA Major League Soccer
11272,232017,Tony Alfaro,64,500000.0,2000.0,USA Major League Soccer
13145,232018,Hadji Barry,62,375000.0,2000.0,USA Major League Soccer
13149,232019,Aaron Guillen,62,350000.0,1000.0,USA Major League Soccer
13164,232023,Akseli Pelvas,62,325000.0,1000.0,Finnish Veikkausliiga
17537,232031,Connor Sparrow,52,50000.0,1000.0,USA Major League Soccer
7118,232049,Brandon Vincent,68,1000000.0,4000.0,USA Major League Soccer
17835,232050,Saleh Al Amrani,50,40000.0,2000.0,Saudi Professional League
14020,232053,Trent Buhagiar,61,550000.0,1000.0,Australian A-League
11412,232054,Blas Cáceres,64,400000.0,3000.0,Argentinian Superliga
14036,232057,Patrik Karlsson Lagemyr,61,450000.0,1000.0,Swedish Allsvenskan
8233,232062,Daniel Sundgren,67,775000.0,6000.0,Swedish Allsvenskan
12419,232064,Marco Tumminello,63,775000.0,6000.0,Italian Serie A
10398,232067,Neri Bandiera,65,575000.0,5000.0,Argentinian Superliga
12437,232068,Norbert Balogh,63,675000.0,1000.0,Italian Serie B
2957,232076,Dany Cure,73,4200000.0,3000.0,Colombian Primera A
5335,232080,Jack Harrison,70,3900000.0,6000.0,USA Major League Soccer
15894,232081,Richie Laryea,58,170000.0,1000.0,USA Major League Soccer
9406,232082,Andrew Tarbell,66,650000.0,2000.0,USA Major League Soccer
9411,232083,Joshua Yaro,66,850000.0,2000.0,USA Major League Soccer
14806,232085,Mathias Bringaker,60,300000.0,1000.0,Norwegian Eliteserien
17160,232088,Kristian Rutlin,54,90000.0,1000.0,Norwegian Eliteserien
4481,232090,Giorgi Aburjania,71,3600000.0,4000.0,Spanish Segunda División
11557,232094,Jarosław Niezgoda,64,675000.0,3000.0,Polish Ekstraklasa
15915,232095,Omar Holness,58,200000.0,1000.0,USA Major League Soccer
4505,232097,Amine Harit,71,4200000.0,19000.0,German Bundesliga
4513,232099,Marko Grujić,71,5000000.0,45000.0,English Premier League
16636,232100,Antony Ranieri,56,170000.0,4000.0,French Ligue 1
16909,232101,Santiago Hernández,55,140000.0,2000.0,Mexican Liga MX
12572,232105,Roni Peiponen,63,425000.0,1000.0,Finnish Veikkausliiga
16643,232106,Jordan Gabriel,56,170000.0,2000.0,English Championship
11612,232107,Eric Oelschlägel,64,525000.0,1000.0,German 3. Liga
17181,232108,Benjamin Zalo,54,130000.0,1000.0,Swedish Allsvenskan
13457,232110,Thomas Glover,62,525000.0,4000.0,Australian A-League
8439,232111,Mohamed Benyettou,67,825000.0,21000.0,Saudi Professional League
15458,232114,Kyle Cameron,59,250000.0,6000.0,English Premier League
15461,232116,Sébastien Salles-Lamonge,59,240000.0,3000.0,French Ligue 1
14209,232117,Julien Dacosta,61,400000.0,1000.0,French Ligue 2
2427,232119,Çağlar Söyüncü,74,8000000.0,17000.0,German Bundesliga
9565,232120,Shaquell Kwame Moore,66,900000.0,5000.0,Spanish Primera División
10624,232122,Everton Nascim. de Mendonça,65,700000.0,3000.0,Portuguese Primeira Liga
7446,232125,Jhonier Viveros,68,1100000.0,2000.0,Colombian Primera A
17752,232126,David Craddock,51,70000.0,1000.0,Scottish Premiership
11705,232127,Aboubakar Keita,64,750000.0,3000.0,Swedish Allsvenskan
10650,232128,Oliver Fula,65,425000.0,1000.0,Colombian Primera A
7483,232132,Joaquín Fernández Moreno,68,1100000.0,4000.0,Spanish Segunda División
11769,232142,Lucas Chacana,64,625000.0,4000.0,Argentinian Superliga
7525,232144,Felix Uduokhai,68,1300000.0,14000.0,German Bundesliga
3871,232145,Bernard Berisha,72,3900000.0,22000.0,Russian Premier League
9689,232148,Dániel Sallói,66,1000000.0,2000.0,USA Major League Soccer
16700,232150,Jonny Bonner,56,110000.0,1000.0,Rep. Ireland Premier Division
10769,232156,Mathias Honsak,65,800000.0,7000.0,Austrian Bundesliga
11849,232162,Steven Ugarković,64,525000.0,1000.0,Australian A-League
8672,232166,Fabian Herbers,67,1000000.0,5000.0,USA Major League Soccer
16726,232168,Marshall Hollingsworth,56,120000.0,1000.0,USA Major League Soccer
14354,232170,Sebastian Starke Hedlund,61,325000.0,1000.0,Swedish Allsvenskan
11893,232171,Mariano Vázquez,64,625000.0,1000.0,Colombian Primera A
14364,232174,Oliver Hawkins,61,350000.0,3000.0,English League One
12825,232175,Dzenis Kozica,63,500000.0,1000.0,Swedish Allsvenskan
17783,232176,Adam Fägerhag,51,80000.0,1000.0,Swedish Allsvenskan
10871,232177,Moses Ogbu,65,675000.0,1000.0,Swedish Allsvenskan
4800,232183,Collins Fai,71,2500000.0,9000.0,Belgian First Division A
17647,232185,Callum Brittain,52,100000.0,1000.0,English League One
15083,232187,Adam Berry,60,280000.0,1000.0,Australian A-League
15607,232188,Kevyn Montaño,59,230000.0,4000.0,Mexican Liga MX
4000,232191,Ho Seung Lee,72,2100000.0,4000.0,Korean K League Classic
9892,232192,Christopher Martins Pereira,65,850000.0,10000.0,French Ligue 1
7709,232193,Tae Won Ko,67,975000.0,4000.0,Korean K League Classic
8795,232195,Juan David Ríos,66,700000.0,1000.0,Colombian Primera A
10947,232196,Carlos Sinisterra,64,525000.0,1000.0,Colombian Primera A
17266,232204,Greg Morrison,53,100000.0,1000.0,Scottish Premiership
5797,232207,Ivan Šaponjić,69,1600000.0,5000.0,Belgian First Division A
9956,232209,José Kanté Martínez,65,650000.0,3000.0,Polish Ekstraklasa
17490,232212,James Penrice,52,90000.0,1000.0,Scottish Premiership
15673,232216,Gyeong Jae Kim,58,160000.0,1000.0,Korean K League Classic
5842,232219,Bismark de Araújo Ferreira,69,1400000.0,9000.0,Saudi Professional League
8899,232223,Konstantinos Tsimikas,66,825000.0,2000.0,Holland Eredivisie
928,232226,Denys Boyko,77,6000000.0,40000.0,Turkish Süper Lig
7866,232227,Zakaria El Azzouzi,67,1100000.0,7000.0,Holland Eredivisie
